ENSG00000186092.6	OR4F5
ENSG00000176731.12	RBIS
ENSG00000185015.8	CA13
ENSG00000133742.13	CA1
ENSG00000164879.7	CA3
ENSG00000104267.10	CA2
ENSG00000147614.4	ATP6V0D2
ENSG00000147613.7	PSKH2
ENSG00000164893.9	SLC7A13
ENSG00000123124.13	WWP1
ENSG00000176623.12	RMDN1
ENSG00000085719.13	CPNE3
ENSG00000170289.12	CNGB3
ENSG00000176571.11	CNBD1
ENSG00000176566.5	DCAF4L2
ENSG00000156103.16	MMP16
ENSG00000104312.8	RIPK2
ENSG00000164823.11	OSGIN2
ENSG00000104320.13	NBN
ENSG00000104325.7	DECR1
ENSG00000104327.7	CALB1
ENSG00000180694.14	TMEM64
ENSG00000123119.12	NECAB1
ENSG00000253250.3	C8orf88
ENSG00000155099.8	PIP4P2
ENSG00000155100.10	OTUD6B
ENSG00000214954.8	LRRC69
ENSG00000147606.9	SLC26A7
ENSG00000079102.16	RUNX1T1
ENSG00000205133.11	TRIQK
ENSG00000188343.12	FAM92A
ENSG00000183808.11	RBM12B
ENSG00000164953.15	TMEM67
ENSG00000164951.16	PDP1
ENSG00000079112.10	CDH17
ENSG00000164949.8	GEM
ENSG00000197275.14	RAD54B
ENSG00000265817.3	FSBP
ENSG00000164944.12	VIRMA
ENSG00000104413.18	ESRP1
ENSG00000156162.16	DPY19L4
ENSG00000164941.13	INTS8
ENSG00000175305.17	CCNE2
ENSG00000156170.13	NDUFAF6
ENSG00000164938.14	TP53INP1
ENSG00000175895.4	PLEKHF2
ENSG00000156172.6	C8orf37
ENSG00000156466.10	GDF6
ENSG00000156467.9	UQCRB
ENSG00000156469.8	MTERF3
ENSG00000156471.12	PTDSS1
ENSG00000169439.12	SDC2
ENSG00000104324.16	CPQ
ENSG00000180543.4	TSPYL5
ENSG00000147649.10	MTDH
ENSG00000104341.16	LAPTM4B
ENSG00000132561.14	MATN2
ENSG00000156482.11	RPL30
ENSG00000177459.11	ERICH5
ENSG00000132541.11	RIDA
ENSG00000104356.11	POP1
ENSG00000104361.10	NIPAL2
ENSG00000104375.17	STK3
ENSG00000156486.7	KCNS2
ENSG00000164920.9	OSR2
ENSG00000132549.18	VPS13B
ENSG00000164919.11	COX6C
ENSG00000132554.20	RGS22
ENSG00000156509.14	FBXO43
ENSG00000147669.11	POLR2K
ENSG00000104450.12	SPAG1
ENSG00000034677.13	RNF19A
ENSG00000186106.11	ANKRD46
ENSG00000174226.9	SNX31
ENSG00000070756.16	PABPC1
ENSG00000164924.18	YWHAZ
ENSG00000120963.12	ZNF706
ENSG00000083307.12	GRHL2
ENSG00000104490.18	NCALD
ENSG00000048392.11	RRM2B
ENSG00000104517.13	UBR5
ENSG00000155087.4	ODF1
ENSG00000155090.15	KLF10
ENSG00000155096.14	AZIN1
ENSG00000155097.12	ATP6V1C1
ENSG00000164929.17	BAALC
ENSG00000164930.12	FZD6
ENSG00000164932.13	CTHRC1
ENSG00000164933.12	SLC25A32
ENSG00000285982.1	AC012213.5
ENSG00000164934.14	DCAF13
ENSG00000176406.23	RIMS2
ENSG00000147647.13	DPYS
ENSG00000164935.6	DCSTAMP
ENSG00000147650.11	LRP12
ENSG00000169946.14	ZFPM2
ENSG00000164830.18	OXR1
ENSG00000174429.4	ABRA
ENSG00000154188.10	ANGPT1
ENSG00000147655.12	RSPO2
ENSG00000104408.9	EIF3E
ENSG00000104412.8	EMC2
ENSG00000164841.5	TMEM74
ENSG00000174417.2	TRHR
ENSG00000120526.11	NUDCD1
ENSG00000120533.13	ENY2
ENSG00000205038.12	PKHD1L1
ENSG00000147654.15	EBAG9
ENSG00000147642.17	SYBU
ENSG00000164794.9	KCNV1
ENSG00000164796.18	CSMD3
ENSG00000104447.12	TRPS1
ENSG00000147677.11	EIF3H
ENSG00000147679.12	UTP23
ENSG00000164754.14	RAD21
ENSG00000205002.3	AARD
ENSG00000164756.12	SLC30A8
ENSG00000164758.7	MED30
ENSG00000182197.11	EXT1
ENSG00000177570.14	SAMD12
ENSG00000164761.9	TNFRSF11B
ENSG00000184374.3	COLEC10
ENSG00000147676.14	MAL2
ENSG00000136999.5	CCN3
ENSG00000136960.12	ENPP2
ENSG00000064313.12	TAF2
ENSG00000136982.6	DSCC1
ENSG00000155792.10	DEPTOR
ENSG00000187955.12	COL14A1
ENSG00000172172.7	MRPL13
ENSG00000172167.8	MTBP
ENSG00000172164.15	SNTB1
ENSG00000170961.7	HAS2
ENSG00000178764.8	ZHX2
ENSG00000136986.10	DERL1
ENSG00000156787.17	TBC1D31
ENSG00000147689.16	FAM83A
ENSG00000189376.12	C8orf76
ENSG00000259305.6	ZHX1-C8orf76
ENSG00000165156.15	ZHX1
ENSG00000156802.13	ATAD2
ENSG00000156795.7	WDYHV1
ENSG00000156804.7	FBXO32
ENSG00000175946.8	KLHL38
ENSG00000104537.17	ANXA13
ENSG00000176853.16	FAM91A1
ENSG00000214814.7	FER1L6
ENSG00000164983.7	TMEM65
ENSG00000183665.5	TRMT12
ENSG00000170881.4	RNF139
ENSG00000147687.19	TATDN1
ENSG00000147684.9	NDUFB9
ENSG00000170873.18	MTSS1
ENSG00000180938.6	ZNF572
ENSG00000104549.12	SQLE
ENSG00000164961.16	WASHC5
ENSG00000156831.8	NSMCE2
ENSG00000173334.4	TRIB1
ENSG00000168672.4	LRATD2
ENSG00000212993.5	POU5F1B
ENSG00000136997.19	MYC
ENSG00000147697.9	GSDMC
ENSG00000153310.19	FAM49B
ENSG00000153317.15	ASAP1
ENSG00000155897.10	ADCY8
ENSG00000132294.15	EFR3A
ENSG00000253117.5	OC90
ENSG00000258417.3	AC100868.1
ENSG00000132297.11	HHLA1
ENSG00000184156.17	KCNQ3
ENSG00000129295.9	LRRC6
ENSG00000165071.14	TMEM71
ENSG00000129292.20	PHF20L1
ENSG00000042832.12	TG
ENSG00000155926.14	SLA
ENSG00000104415.14	CCN4
ENSG00000104419.14	NDRG1
ENSG00000008513.16	ST3GAL1
ENSG00000066827.16	ZFAT
ENSG00000131773.14	KHDRBS3
ENSG00000147724.12	FAM135B
ENSG00000169436.17	COL22A1
ENSG00000169427.8	KCNK9
ENSG00000167632.16	TRAPPC9
ENSG00000104472.10	CHRAC1
ENSG00000123908.12	AGO2
ENSG00000169398.19	PTK2
ENSG00000105339.10	DENND3
ENSG00000022567.9	SLC45A4
ENSG00000204882.3	GPR20
ENSG00000184489.11	PTP4A3
ENSG00000226490.2	AC138647.1
ENSG00000171045.16	TSNARE1
ENSG00000181790.11	ADGRB1
ENSG00000198576.4	ARC
ENSG00000234616.8	JRK
ENSG00000167653.5	PSCA
ENSG00000160886.13	LY6K
ENSG00000130193.8	THEM6
ENSG00000126233.2	SLURP1
ENSG00000197353.3	LYPD2
ENSG00000284505.1	LYNX1-SLURP2
ENSG00000283992.2	SLURP2
ENSG00000180155.20	LYNX1
ENSG00000167656.5	LY6D
ENSG00000104499.6	GML
ENSG00000160882.11	CYP11B1
ENSG00000179142.2	CYP11B2
ENSG00000160932.11	LY6E
ENSG00000261667.1	LY6L
ENSG00000176956.12	LY6H
ENSG00000277494.2	GPIHBP1
ENSG00000181638.18	ZFP41
ENSG00000264668.2	AC138696.1
ENSG00000250571.7	GLI4
ENSG00000185730.7	ZNF696
ENSG00000184428.12	TOP1MT
ENSG00000158106.14	RHPN1
ENSG00000182759.3	MAFA
ENSG00000014164.7	ZC3H3
ENSG00000104518.11	GSDMD
ENSG00000204839.9	MROH6
ENSG00000147813.16	NAPRT
ENSG00000104529.17	EEF1D
ENSG00000179886.5	TIGD5
ENSG00000104524.14	PYCR3
ENSG00000104522.16	TSTA3
ENSG00000183309.11	ZNF623
ENSG00000181135.16	ZNF707
ENSG00000255181.3	CCDC166
ENSG00000181085.15	MAPK15
ENSG00000180921.7	FAM83H
ENSG00000203499.11	IQANK1
ENSG00000180900.19	SCRIB
ENSG00000179950.13	PUF60
ENSG00000185189.18	NRBP2
ENSG00000261150.2	EPPK1
ENSG00000178209.15	PLEC
ENSG00000178685.14	PARP10
ENSG00000178719.17	GRINA
ENSG00000186583.11	SPATC1
ENSG00000178814.17	OPLAH
ENSG00000178896.9	EXOSC4
ENSG00000197858.11	GPAA1
ENSG00000179091.5	CYC1
ENSG00000179526.17	SHARPIN
ENSG00000179632.10	MAF1
ENSG00000179698.13	WDR97
ENSG00000235173.7	HGH1
ENSG00000179832.17	MROH1
ENSG00000261236.8	BOP1
ENSG00000260428.3	SCX
ENSG00000185122.11	HSF1
ENSG00000185000.12	DGAT1
ENSG00000261678.3	SCRT1
ENSG00000261587.2	TMEM249
ENSG00000271698.1	AC233992.2
ENSG00000185803.10	SLC52A2
ENSG00000182325.11	FBXL6
ENSG00000173137.12	ADCK5
ENSG00000071894.17	CPSF1
ENSG00000147804.9	SLC39A4
ENSG00000160948.14	VPS28
ENSG00000160949.17	TONSL
ENSG00000187954.12	CYHR1
ENSG00000167702.12	KIFC2
ENSG00000160973.7	FOXH1
ENSG00000160972.9	PPP1R16A
ENSG00000167701.14	GPT
ENSG00000167700.9	MFSD3
ENSG00000160957.13	RECQL4
ENSG00000160959.8	LRRC14
ENSG00000254402.7	LRRC24
ENSG00000213563.6	C8orf82
ENSG00000147799.11	ARHGAP39
ENSG00000198169.9	ZNF251
ENSG00000196378.11	ZNF34
ENSG00000161016.17	RPL8
ENSG00000197363.9	ZNF517
ENSG00000147789.15	ZNF7
ENSG00000170619.10	COMMD5
ENSG00000196150.13	ZNF250
ENSG00000170631.15	ZNF16
ENSG00000182307.14	C8orf33
ENSG00000181404.17	WASHC1
ENSG00000170122.5	FOXD4
ENSG00000172785.18	CBWD1
ENSG00000183784.7	C9orf66
ENSG00000107099.15	DOCK8
ENSG00000107104.18	KANK1
ENSG00000137090.12	DMRT1
ENSG00000064218.5	DMRT3
ENSG00000173253.15	DMRT2
ENSG00000080503.24	SMARCA2
ENSG00000147852.16	VLDLR
ENSG00000168263.9	KCNV2
ENSG00000080608.10	PUM3
ENSG00000080298.15	RFX3
ENSG00000107249.23	GLIS3
ENSG00000106688.12	SLC1A1
ENSG00000106686.16	SPATA6L
ENSG00000205808.5	PLPP6
ENSG00000106993.12	CDC37L1
ENSG00000147853.17	AK3
ENSG00000120158.12	RCL1
ENSG00000096968.13	JAK2
ENSG00000120210.8	INSL6
ENSG00000120211.4	INSL4
ENSG00000107014.9	RLN2
ENSG00000107018.8	RLN1
ENSG00000107020.10	PLGRKT
ENSG00000120217.14	CD274
ENSG00000197646.7	PDCD1LG2
ENSG00000107036.12	RIC1
ENSG00000099219.14	ERMP1
ENSG00000183354.12	KIAA2026
ENSG00000120215.9	MLANA
ENSG00000137040.9	RANBP6
ENSG00000137033.11	IL33
ENSG00000170777.10	TPD52L3
ENSG00000147854.17	UHRF2
ENSG00000178445.9	GLDC
ENSG00000107077.18	KDM4C
ENSG00000137038.8	DMAC1
ENSG00000153707.17	PTPRD
ENSG00000107165.12	TYRP1
ENSG00000153714.6	LURAP1L
ENSG00000107186.16	MPDZ
ENSG00000147862.17	NFIB
ENSG00000175893.11	ZDHHC21
ENSG00000147869.4	CER1
ENSG00000164946.19	FREM1
ENSG00000155158.20	TTC39B
ENSG00000164975.15	SNAPC3
ENSG00000164985.15	PSIP1
ENSG00000164989.17	CCDC171
ENSG00000205549.9	C9orf92
ENSG00000173068.18	BNC2
ENSG00000044459.15	CNTLN
ENSG00000107295.10	SH3GL2
ENSG00000178031.17	ADAMTSL1
ENSG00000155875.15	SAXO1
ENSG00000155876.5	RRAGA
ENSG00000147874.11	HAUS6
ENSG00000147872.10	PLIN2
ENSG00000137145.20	DENND4C
ENSG00000137154.12	RPS6
ENSG00000177076.6	ACER2
ENSG00000155886.11	SLC24A2
ENSG00000171843.16	MLLT3
ENSG00000188352.12	FOCAD
ENSG00000188921.14	HACD4
ENSG00000171855.7	IFNB1
ENSG00000177047.6	IFNW1
ENSG00000137080.4	IFNA21
ENSG00000236637.4	IFNA4
ENSG00000214042.1	IFNA7
ENSG00000186803.3	IFNA10
ENSG00000147885.4	IFNA16
ENSG00000234829.4	IFNA17
ENSG00000228083.2	IFNA14
ENSG00000147873.5	IFNA5
ENSG00000198642.6	KLHL9
ENSG00000120235.4	IFNA6
ENSG00000233816.3	IFNA13
ENSG00000188379.6	IFNA2
ENSG00000120242.3	IFNA8
ENSG00000197919.5	IFNA1
ENSG00000184995.7	IFNE
ENSG00000099810.21	MTAP
ENSG00000264545.2	AL359922.1
ENSG00000147889.17	CDKN2A
ENSG00000147883.12	CDKN2B
ENSG00000176399.4	DMRTA1
ENSG00000107105.15	ELAVL2
ENSG00000205442.12	IZUMO3
ENSG00000198680.4	TUSC1
ENSG00000120159.13	CAAP1
ENSG00000137055.15	PLAA
ENSG00000096872.16	IFT74
ENSG00000184434.7	LRRC19
ENSG00000120156.21	TEK
ENSG00000120160.11	EQTN
ENSG00000120162.10	MOB3B
ENSG00000147896.3	IFNK
ENSG00000147894.15	C9orf72
ENSG00000174482.10	LINGO2
ENSG00000122729.19	ACO1
ENSG00000107201.10	DDX58
ENSG00000197579.8	TOPORS
ENSG00000235453.10	SMIM27
ENSG00000165264.11	NDUFB6
ENSG00000122728.6	TAF1L
ENSG00000188133.6	TMEM215
ENSG00000137074.18	APTX
ENSG00000086061.16	DNAJA1
ENSG00000122692.9	SMU1
ENSG00000086062.12	B4GALT1
ENSG00000122711.9	SPINK4
ENSG00000107262.22	BAG1
ENSG00000086065.14	CHMP5
ENSG00000086102.19	NFX1
ENSG00000165269.13	AQP7
ENSG00000165272.16	AQP3
ENSG00000165271.17	NOL6
ENSG00000230453.9	ANKRD18B
ENSG00000010438.16	PRSS3
ENSG00000107341.5	UBE2R2
ENSG00000137073.21	UBAP2
ENSG00000198876.13	DCAF12
ENSG00000165006.14	UBAP1
ENSG00000186638.16	KIF24
ENSG00000164978.18	NUDT2
ENSG00000164976.9	MYORG
ENSG00000164972.13	C9orf24
ENSG00000164970.15	FAM219A
ENSG00000122735.16	DNAI1
ENSG00000168913.7	ENHO
ENSG00000122756.15	CNTFR
ENSG00000164967.10	RPP25L
ENSG00000137100.16	DCTN3
ENSG00000205143.2	ARID3C
ENSG00000147955.17	SIGMAR1
ENSG00000213930.11	GALT
ENSG00000258728.1	AL162231.3
ENSG00000137070.17	IL11RA
ENSG00000213927.3	CCL27
ENSG00000187186.14	AL162231.1
ENSG00000172724.12	CCL19
ENSG00000137077.8	CCL21
ENSG00000205108.5	FAM205A
ENSG00000187791.13	FAM205C
ENSG00000122733.12	PHF24
ENSG00000137094.14	DNAJB5
ENSG00000174038.13	C9orf131
ENSG00000165280.16	VCP
ENSG00000221829.9	FANCG
ENSG00000165282.13	PIGO
ENSG00000165283.16	STOML2
ENSG00000005238.19	FAM214B
ENSG00000198722.14	UNC13B
ENSG00000198853.12	RUSC2
ENSG00000215187.11	FAM166B
ENSG00000107140.16	TESK1
ENSG00000137101.12	CD72
ENSG00000137078.9	SIT1
ENSG00000159884.12	CCDC107
ENSG00000137135.18	ARHGEF39
ENSG00000107159.13	CA9
ENSG00000198467.15	TPM2
ENSG00000137076.21	TLN1
ENSG00000107175.12	CREB3
ENSG00000070610.14	GBA2
ENSG00000107185.9	RGP1
ENSG00000215183.5	MSMP
ENSG00000159899.14	NPR2
ENSG00000137098.13	SPAG8
ENSG00000137133.11	HINT2
ENSG00000285645.1	AL133410.3
ENSG00000137103.20	TMEM8B
ENSG00000204930.9	FAM221B
ENSG00000168828.5	OR13J1
ENSG00000196196.3	HRCT1
ENSG00000235387.4	SPAAR
ENSG00000278889.4	OR2S2
ENSG00000122707.12	RECK
ENSG00000122694.16	GLIPR2
ENSG00000185972.5	CCIN
ENSG00000122705.17	CLTA
ENSG00000159921.16	GNE
ENSG00000137075.18	RNF38
ENSG00000165304.8	MELK
ENSG00000196092.14	PAX5
ENSG00000147905.17	ZCCHC7
ENSG00000137106.18	GRHPR
ENSG00000168795.5	ZBTB5
ENSG00000137054.16	POLR1E
ENSG00000147912.13	FBXO10
ENSG00000256966.6	AL513165.2
ENSG00000175768.13	TOMM5
ENSG00000255872.3	AL138752.2
ENSG00000070601.10	FRMPD1
ENSG00000165275.10	TRMT10B
ENSG00000107371.13	EXOSC3
ENSG00000122741.16	DCAF10
ENSG00000122696.14	SLC25A51
ENSG00000107338.10	SHB
ENSG00000137124.8	ALDH1B1
ENSG00000137142.5	IGFBPL1
ENSG00000283486.2	FAM95C
ENSG00000180071.20	ANKRD18A
ENSG00000283329.1	FAM240B
ENSG00000106714.17	CNTNAP3
ENSG00000204849.8	SPATA31A1
ENSG00000183148.6	ANKRD20A2
ENSG00000273514.1	FOXD4L6
ENSG00000215126.10	CBWD6
ENSG00000154529.14	CNTNAP3B
ENSG00000185775.9	SPATA31A6
ENSG00000276581.2	SPATA31A5
ENSG00000276040.4	SPATA31A7
ENSG00000283378.1	CNTNAP3C
ENSG00000172014.12	ANKRD20A4
ENSG00000204779.2	FOXD4L5
ENSG00000147996.16	CBWD5
ENSG00000184659.5	FOXD4L4
ENSG00000276203.5	ANKRD20A3
ENSG00000274349.4	ZNF658
ENSG00000275969.2	SPATA31A3
ENSG00000260691.6	ANKRD20A1
ENSG00000196873.15	CBWD3
ENSG00000187559.5	FOXD4L3
ENSG00000154330.13	PGM5
ENSG00000181778.4	TMEM252
ENSG00000107242.19	PIP5K1B
ENSG00000187866.9	FAM122A
ENSG00000165059.7	PRKACG
ENSG00000165060.14	FXN
ENSG00000285130.2	AL358113.1
ENSG00000119139.20	TJP2
ENSG00000135063.19	FAM189A2
ENSG00000107282.8	APBA1
ENSG00000188647.13	PTAR1
ENSG00000204711.9	C9orf135
ENSG00000165072.10	MAMDC2
ENSG00000198887.9	SMC5
ENSG00000119138.4	KLF9
ENSG00000083067.22	TRPM3
ENSG00000135048.14	CEMIP2
ENSG00000107362.13	ABHD17B
ENSG00000155621.15	C9orf85
ENSG00000204669.10	C9orf57
ENSG00000119125.16	GDA
ENSG00000107372.13	ZFAND5
ENSG00000165091.17	TMC1
ENSG00000165092.13	ALDH1A1
ENSG00000135046.14	ANXA1
ENSG00000198963.11	RORB
ENSG00000119121.22	TRPM6
ENSG00000135045.7	C9orf40
ENSG00000156017.13	CARNMT1
ENSG00000106733.21	NMRK1
ENSG00000134996.11	OSTF1
ENSG00000099139.13	PCSK5
ENSG00000135002.12	RFK
ENSG00000187210.14	GCNT1
ENSG00000106772.18	PRUNE2
ENSG00000204612.1	FOXB2
ENSG00000197969.14	VPS13A
ENSG00000156049.7	GNA14
ENSG00000156052.10	GNAQ
ENSG00000148019.13	CEP78
ENSG00000135069.14	PSAT1
ENSG00000106829.18	TLE4
ENSG00000196781.15	TLE1
ENSG00000189357.8	SPATA31D4
ENSG00000186788.13	SPATA31D3
ENSG00000214929.3	SPATA31D1
ENSG00000165105.10	RASEF
ENSG00000172159.16	FRMD3
ENSG00000148057.16	IDNK
ENSG00000135018.14	UBQLN1
ENSG00000165113.13	GKAP1
ENSG00000165115.15	KIF27
ENSG00000165118.15	C9orf64
ENSG00000165119.21	HNRNPK
ENSG00000178966.16	RMI1
ENSG00000197506.7	SLC28A3
ENSG00000148053.16	NTRK2
ENSG00000135049.15	AGTPBP1
ENSG00000135040.15	NAA35
ENSG00000135052.16	GOLM1
ENSG00000187753.13	C9orf153
ENSG00000135070.15	ISCA1
ENSG00000083223.18	TUT7
ENSG00000180447.7	GAS1
ENSG00000196730.13	DAPK1
ENSG00000135047.15	CTSL
ENSG00000177992.9	SPATA31E1
ENSG00000283205.1	AL353572.3
ENSG00000156345.17	CDK20
ENSG00000106723.17	SPIN1
ENSG00000130045.16	NXNL2
ENSG00000213694.5	S1PR3
ENSG00000148082.10	SHC3
ENSG00000123975.5	CKS2
ENSG00000187742.14	SECISBP2
ENSG00000187764.11	SEMA4D
ENSG00000130222.11	GADD45G
ENSG00000165023.7	DIRAS2
ENSG00000165025.15	SYK
ENSG00000148090.11	AUH
ENSG00000165030.4	NFIL3
ENSG00000169071.15	ROR2
ENSG00000090054.15	SPTLC1
ENSG00000196305.17	IARS
ENSG00000198000.12	NOL8
ENSG00000188312.14	CENPP
ENSG00000106809.11	OGN
ENSG00000127083.7	OMD
ENSG00000106819.13	ASPN
ENSG00000106823.12	ECM2
ENSG00000127080.10	IPPK
ENSG00000185963.14	BICD2
ENSG00000127081.14	ZNF484
ENSG00000127084.19	FGD3
ENSG00000157303.11	SUSD3
ENSG00000165233.18	CARD19
ENSG00000131669.10	NINJ1
ENSG00000165238.16	WNK2
ENSG00000204352.3	C9orf129
ENSG00000188938.17	FAM120AOS
ENSG00000048828.17	FAM120A
ENSG00000197724.11	PHF2
ENSG00000131668.14	BARX1
ENSG00000158079.16	PTPDC1
ENSG00000175787.16	ZNF169
ENSG00000130950.13	NUTM2F
ENSG00000148110.15	MFSD14B
ENSG00000130957.5	FBP2
ENSG00000165140.10	FBP1
ENSG00000148120.16	AOPEP
ENSG00000158169.13	FANCC
ENSG00000185920.15	PTCH1
ENSG00000182150.16	ERCC6L2
ENSG00000130948.10	HSD17B3
ENSG00000285269.2	AL160269.1
ENSG00000130958.13	SLC35D2
ENSG00000165244.7	ZNF367
ENSG00000130956.14	HABP4
ENSG00000081377.16	CDC14B
ENSG00000158122.12	PRXL2C
ENSG00000081386.12	ZNF510
ENSG00000196597.12	ZNF782
ENSG00000196312.14	MFSD14C
ENSG00000188152.12	NUTM2G
ENSG00000136943.11	CTSV
ENSG00000197816.13	CCDC180
ENSG00000196116.8	TDRD7
ENSG00000136842.14	TMOD1
ENSG00000136925.15	TSTD2
ENSG00000136937.13	NCBP1
ENSG00000136936.10	XPA
ENSG00000178919.8	FOXE1
ENSG00000136932.13	TRMO
ENSG00000136929.13	HEMGN
ENSG00000136938.9	ANP32B
ENSG00000095380.11	NANS
ENSG00000106785.15	TRIM14
ENSG00000106789.13	CORO2A
ENSG00000095383.20	TBC1D2
ENSG00000136928.7	GABBR2
ENSG00000165138.18	ANKS6
ENSG00000119514.7	GALNT12
ENSG00000204291.11	COL15A1
ENSG00000106799.13	TGFBR1
ENSG00000119523.10	ALG2
ENSG00000106803.10	SEC61B
ENSG00000119508.18	NR4A3
ENSG00000136874.11	STX17
ENSG00000023318.8	ERP44
ENSG00000119509.13	INVS
ENSG00000136891.14	TEX10
ENSG00000066697.14	MSANTD3
ENSG00000251349.3	MSANTD3-TMEFF1
ENSG00000241697.5	TMEFF1
ENSG00000170681.6	CAVIN4
ENSG00000148123.15	PLPPR1
ENSG00000136881.11	BAAT
ENSG00000136897.8	MRPL50
ENSG00000136870.10	ZNF189
ENSG00000136872.20	ALDOB
ENSG00000165152.9	TMEM246
ENSG00000155827.12	RNF20
ENSG00000198785.5	GRIN3A
ENSG00000188386.7	PPP3R2
ENSG00000155833.15	CYLC2
ENSG00000136824.19	SMC2
ENSG00000186881.3	OR13F1
ENSG00000148136.5	OR13C4
ENSG00000204246.3	OR13C3
ENSG00000186943.1	OR13C8
ENSG00000277556.1	OR13C5
ENSG00000276119.1	OR13C2
ENSG00000136839.1	OR13C9
ENSG00000179055.7	OR13D1
ENSG00000136783.10	NIPSNAP3A
ENSG00000165028.12	NIPSNAP3B
ENSG00000165029.16	ABCA1
ENSG00000070214.16	SLC44A1
ENSG00000106701.12	FSD1L
ENSG00000106692.14	FKTN
ENSG00000186051.6	TAL2
ENSG00000095209.12	TMEM38B
ENSG00000148143.13	ZNF462
ENSG00000119318.13	RAD23B
ENSG00000136826.15	KLF4
ENSG00000148156.7	ACTL7B
ENSG00000187003.6	ACTL7A
ENSG00000070061.15	ELP1
ENSG00000119328.12	ABITRAM
ENSG00000119326.15	CTNNAL1
ENSG00000106771.13	TMEM245
ENSG00000260230.3	FRRS1L
ENSG00000095203.14	EPB41L4B
ENSG00000070159.14	PTPN3
ENSG00000243444.8	PALM2
ENSG00000157654.17	PALM2-AKAP2
ENSG00000241978.9	AKAP2
ENSG00000188959.9	C9orf152
ENSG00000136810.13	TXN
ENSG00000204193.10	TXNDC8
ENSG00000165124.18	SVEP1
ENSG00000030304.13	MUSK
ENSG00000198121.13	LPAR1
ENSG00000171133.3	OR2K2
ENSG00000136813.14	ECPAS
ENSG00000173258.12	ZNF483
ENSG00000106853.20	PTGR1
ENSG00000059769.20	DNAJC25
ENSG00000244115.1	DNAJC25-GNG10
ENSG00000242616.4	GNG10
ENSG00000165181.16	SHOC1
ENSG00000148154.10	UGCG
ENSG00000106868.16	SUSD1
ENSG00000119314.15	PTBP3
ENSG00000119471.15	HSDL2
ENSG00000165185.14	KIAA1958
ENSG00000148153.14	INIP
ENSG00000148158.17	SNX30
ENSG00000119457.8	SLC46A2
ENSG00000136866.13	ZFP37
ENSG00000136867.11	SLC31A2
ENSG00000119321.9	FKBP15
ENSG00000136868.11	SLC31A1
ENSG00000176386.9	CDC26
ENSG00000136875.12	PRPF4
ENSG00000165188.13	RNF183
ENSG00000148225.16	WDR31
ENSG00000119411.11	BSPRY
ENSG00000119431.9	HDHD3
ENSG00000148218.16	ALAD
ENSG00000148229.13	POLE3
ENSG00000157653.11	C9orf43
ENSG00000138835.22	RGS3
ENSG00000157657.14	ZNF618
ENSG00000106927.12	AMBP
ENSG00000136883.14	KIF12
ENSG00000196739.15	COL27A1
ENSG00000229314.5	ORM1
ENSG00000228278.4	ORM2
ENSG00000106948.16	AKNA
ENSG00000095397.14	WHRN
ENSG00000136888.7	ATP6V1G1
ENSG00000157693.15	TMEM268
ENSG00000230054.3	TEX53
ENSG00000230601.6	TEX48
ENSG00000181634.8	TNFSF15
ENSG00000173077.15	DEC1
ENSG00000106952.7	TNFSF8
ENSG00000041982.16	TNC
ENSG00000182752.10	PAPPA
ENSG00000148219.16	ASTN2
ENSG00000119401.10	TRIM32
ENSG00000285082.2	AL160272.2
ENSG00000136869.16	TLR4
ENSG00000078725.13	BRINP1
ENSG00000136861.18	CDK5RAP2
ENSG00000106780.9	MEGF9
ENSG00000119402.17	FBXW2
ENSG00000214654.8	B3GNT10
ENSG00000095261.14	PSMD5
ENSG00000119403.15	PHF19
ENSG00000056558.11	TRAF1
ENSG00000106804.7	C5
ENSG00000119397.16	CNTRL
ENSG00000119396.11	RAB14
ENSG00000148180.19	GSN
ENSG00000148175.12	STOM
ENSG00000136848.17	DAB2IP
ENSG00000175764.14	TTLL11
ENSG00000119421.7	NDUFA8
ENSG00000185681.13	MORN5
ENSG00000106852.15	LHX6
ENSG00000119446.14	RBM18
ENSG00000148187.18	MRRF
ENSG00000095303.17	PTGS1
ENSG00000136834.3	OR1J1
ENSG00000197233.7	OR1J2
ENSG00000239590.1	OR1J4
ENSG00000171505.5	OR1N1
ENSG00000171501.9	OR1N2
ENSG00000171496.4	OR1L8
ENSG00000165202.3	OR1Q1
ENSG00000280094.2	OR1B1
ENSG00000173679.2	OR1L1
ENSG00000171481.4	OR1L3
ENSG00000136939.1	OR1L4
ENSG00000171459.4	OR1L6
ENSG00000148215.4	OR5C1
ENSG00000136940.13	PDCL
ENSG00000165204.3	OR1K1
ENSG00000056586.16	RC3H2
ENSG00000186130.5	ZBTB6
ENSG00000171448.9	ZBTB26
ENSG00000011454.17	RABGAP1
ENSG00000188394.6	GPR21
ENSG00000165209.18	STRBP
ENSG00000148204.12	CRB2
ENSG00000119522.16	DENND1A
ENSG00000106689.11	LHX2
ENSG00000119408.16	NEK6
ENSG00000136930.13	PSMB7
ENSG00000180264.11	ADGRD2
ENSG00000136931.10	NR5A1
ENSG00000148200.17	NR6A1
ENSG00000185585.20	OLFML2A
ENSG00000136918.7	WDR38
ENSG00000136942.15	RPL35
ENSG00000136950.13	ARPC5L
ENSG00000136935.13	GOLGA1
ENSG00000173611.17	SCAI
ENSG00000119414.11	PPP6C
ENSG00000136933.16	RABEPK
