ENSMUSG00000051951.5	Xkr4
ENSMUSG00000034412.13	Tbc1d10a
ENSMUSG00000020424.3	Castor1
ENSMUSG00000058755.3	Osm
ENSMUSG00000034394.14	Lif
ENSMUSG00000020419.11	Hormad2
ENSMUSG00000034354.17	Mtmr3
ENSMUSG00000020412.16	Ascc2
ENSMUSG00000059534.8	Uqcr10
ENSMUSG00000009076.10	Zmat5
ENSMUSG00000009075.2	Cabp7
ENSMUSG00000009073.16	Nf2
ENSMUSG00000034285.15	Nipsnap1
ENSMUSG00000034274.11	Thoc5
ENSMUSG00000020396.8	Nefh
ENSMUSG00000009090.17	Ap1b1
ENSMUSG00000034201.13	Gas2l1
ENSMUSG00000034209.4	Rasl10a
ENSMUSG00000009079.16	Ewsr1
ENSMUSG00000034175.13	Rhbdd3
ENSMUSG00000034164.17	Emid1
ENSMUSG00000020393.16	Kremen1
ENSMUSG00000041961.14	Znrf3
ENSMUSG00000020484.18	Xbp1
ENSMUSG00000020482.4	Ccdc117
ENSMUSG00000020481.15	Ankrd36
ENSMUSG00000020477.10	Mrps24
ENSMUSG00000049680.17	Urgcp
ENSMUSG00000020476.14	Dbnl
ENSMUSG00000020475.3	Pgam2
ENSMUSG00000020474.11	Polm
ENSMUSG00000020473.13	Aebp1
ENSMUSG00000020471.11	Pold2
ENSMUSG00000020469.8	Myl7
ENSMUSG00000041798.15	Gck
ENSMUSG00000002741.9	Ykt6
ENSMUSG00000057897.14	Camk2b
ENSMUSG00000053838.14	Nudcd3
ENSMUSG00000020447.5	Npc1l1
ENSMUSG00000004393.10	Ddx56
ENSMUSG00000004394.12	Tmed4
ENSMUSG00000020456.17	Ogdh
ENSMUSG00000041164.15	Zmiz2
ENSMUSG00000071866.12	Ppia
ENSMUSG00000041126.16	H2afv
ENSMUSG00000094483.2	Purb
ENSMUSG00000020437.12	Myo1g
ENSMUSG00000000378.15	Ccm2
ENSMUSG00000041073.10	Nacad
ENSMUSG00000000384.15	Tbrg4
ENSMUSG00000000381.10	Wap
ENSMUSG00000041046.7	Ramp3
ENSMUSG00000099102.1	Gm11983
ENSMUSG00000020431.5	Adcy1
ENSMUSG00000087512.2	Gm11985
ENSMUSG00000020429.7	Igfbp1
ENSMUSG00000020427.11	Igfbp3
ENSMUSG00000020422.13	Tns3
ENSMUSG00000046634.12	Pkd1l1
ENSMUSG00000020413.11	Hus1
ENSMUSG00000040985.13	Sun3
ENSMUSG00000040978.4	Gm11992
ENSMUSG00000020407.13	Upp1
ENSMUSG00000004668.14	Abca13
ENSMUSG00000050830.17	Vwc2
ENSMUSG00000020193.3	Zpbp
ENSMUSG00000020191.11	Spata48
ENSMUSG00000062511.6	4930512M02Rik
ENSMUSG00000018654.17	Ikzf1
ENSMUSG00000035455.12	Fignl1
ENSMUSG00000020182.16	Ddc
ENSMUSG00000020176.17	Grb10
ENSMUSG00000020173.17	Cobl
ENSMUSG00000084135.4	Pom121l12
ENSMUSG00000048834.16	Vstm2a
ENSMUSG00000078974.10	Sec61g
ENSMUSG00000020122.16	Egfr
ENSMUSG00000044966.4	Fbxo48
ENSMUSG00000020120.15	Plek
ENSMUSG00000044629.5	Cnrip1
ENSMUSG00000033953.10	Ppp3r1
ENSMUSG00000078970.5	Wdr92
ENSMUSG00000020116.7	Pno1
ENSMUSG00000000581.8	C1d
ENSMUSG00000016984.7	Etaa1
ENSMUSG00000020160.18	Meis1
ENSMUSG00000045671.17	Spred2
ENSMUSG00000020152.7	Actr2
ENSMUSG00000020149.17	Rab1a
ENSMUSG00000044066.14	Cep68
ENSMUSG00000020142.12	Slc1a4
ENSMUSG00000049800.13	Sertad2
ENSMUSG00000049659.15	Aftph
ENSMUSG00000042363.14	Lgalsl
ENSMUSG00000020134.13	Peli1
ENSMUSG00000020128.15	Vps54
ENSMUSG00000001891.16	Ugp2
ENSMUSG00000020321.15	Mdh1
ENSMUSG00000020319.9	Wdpcp
ENSMUSG00000005917.15	Otx1
ENSMUSG00000042302.14	Ehbp1
ENSMUSG00000049904.7	Tmem17
ENSMUSG00000051650.11	B3gnt2
ENSMUSG00000098650.1	Gm28048
ENSMUSG00000051355.18	Commd1
ENSMUSG00000044068.7	Zrsr1
ENSMUSG00000007739.10	Cct4
ENSMUSG00000049811.16	Fam161a
ENSMUSG00000020290.14	Xpo1
ENSMUSG00000056342.16	Usp34
ENSMUSG00000020288.13	Ahsa2
ENSMUSG00000020286.12	1700093K21Rik
ENSMUSG00000042208.15	0610010F05Rik
ENSMUSG00000020283.5	Pex13
ENSMUSG00000020280.12	Pus10
ENSMUSG00000020275.9	Rel
ENSMUSG00000020273.13	Papolg
ENSMUSG00000055010.1	A830031A19Rik
ENSMUSG00000000861.15	Bcl11a
ENSMUSG00000032985.15	5730522E02Rik
ENSMUSG00000004018.9	Fancl
ENSMUSG00000064090.14	Vrk2
ENSMUSG00000032878.16	Ccdc85a
ENSMUSG00000020467.15	Efemp1
ENSMUSG00000020464.15	Pnpt1
ENSMUSG00000020463.15	Ppp4r3b
ENSMUSG00000020462.14	Cfap36
ENSMUSG00000032740.16	Ccdc88a
ENSMUSG00000032673.5	Prorsd1
ENSMUSG00000020459.14	Mtif2
ENSMUSG00000020460.15	Rps27a
ENSMUSG00000020461.10	Clhc1
ENSMUSG00000020458.16	Rtn4
ENSMUSG00000044072.14	Eml6
ENSMUSG00000078157.1	4931440F15Rik
ENSMUSG00000020315.18	Sptbn1
ENSMUSG00000040919.13	4930505A04Rik
ENSMUSG00000060923.5	Acyp2
ENSMUSG00000040850.17	Psme4
ENSMUSG00000043999.6	Gpr75
ENSMUSG00000020305.13	Asb3
ENSMUSG00000020311.17	Erlec1
ENSMUSG00000020309.6	Chac2
ENSMUSG00000020303.2	Stc2
ENSMUSG00000044502.16	Bod1
ENSMUSG00000020300.14	Cpeb4
ENSMUSG00000020299.6	4930524B15Rik
ENSMUSG00000020297.10	Nsg2
ENSMUSG00000020279.10	Il9r
ENSMUSG00000040767.10	Snrnp25
ENSMUSG00000020282.18	Rhbdf1
ENSMUSG00000020289.15	Nprl3
ENSMUSG00000020287.15	Mpg
ENSMUSG00000055609.8	Hba-x
ENSMUSG00000069919.7	Hba-a1
ENSMUSG00000073063.3	Hbq1b
ENSMUSG00000069917.7	Hba-a2
ENSMUSG00000020295.1	Hbq1a
ENSMUSG00000040711.7	Sh3pxd2b
ENSMUSG00000044949.4	Ubtd2
ENSMUSG00000044056.3	Efcab9
ENSMUSG00000020272.8	Stk10
ENSMUSG00000020271.17	Fbxw11
ENSMUSG00000020270.9	Smim23
ENSMUSG00000057967.12	Fgf18
ENSMUSG00000057113.13	Npm1
ENSMUSG00000040610.7	Tlx3
ENSMUSG00000040594.19	Ranbp17
ENSMUSG00000098456.1	Gm12117
ENSMUSG00000020159.8	Gabrp
ENSMUSG00000053519.15	Kcnip1
ENSMUSG00000020155.2	Kcnmb1
ENSMUSG00000085684.2	4930469K13Rik
ENSMUSG00000002699.13	Lcp2
ENSMUSG00000047861.2	Foxi1
ENSMUSG00000020143.15	Dock2
ENSMUSG00000069910.2	Spdl1
ENSMUSG00000056427.10	Slit3
ENSMUSG00000018846.8	Pank3
ENSMUSG00000051062.6	Fbll1
ENSMUSG00000018848.4	Rars
ENSMUSG00000018849.6	Wwc1
ENSMUSG00000049336.16	Tenm2
ENSMUSG00000042032.13	Mat2b
ENSMUSG00000020330.16	Hmmr
ENSMUSG00000020328.10	Nudcd2
ENSMUSG00000020326.7	Ccng1
ENSMUSG00000020436.17	Gabrg2
ENSMUSG00000010803.13	Gabra1
ENSMUSG00000020428.13	Gabra6
ENSMUSG00000007653.12	Gabrb2
ENSMUSG00000055415.7	Atp10b
ENSMUSG00000020415.16	Pttg1
ENSMUSG00000020409.10	Slu7
ENSMUSG00000046491.10	C1qtnf2
ENSMUSG00000044707.7	Ccnjl
ENSMUSG00000020405.4	Fabp6
ENSMUSG00000044950.7	Pwwp2a
ENSMUSG00000041278.10	Ttc1
ENSMUSG00000050541.14	Adra1b
ENSMUSG00000004296.14	Il12b
ENSMUSG00000041231.15	Ublcp1
ENSMUSG00000019189.13	Rnf145
ENSMUSG00000057098.14	Ebf1
ENSMUSG00000006169.19	Clint1
ENSMUSG00000044847.13	Lsm11
ENSMUSG00000011254.16	Thg1l
ENSMUSG00000040489.5	Sox30
ENSMUSG00000069899.3	Gm12166
ENSMUSG00000011256.16	Adam19
ENSMUSG00000020411.2	Nipal4
ENSMUSG00000020340.16	Cyfip2
ENSMUSG00000048721.2	Fndc9
ENSMUSG00000020395.13	Itk
ENSMUSG00000020401.6	Fam71b
ENSMUSG00000020397.15	Med7
ENSMUSG00000020399.14	Havcr2
ENSMUSG00000078924.1	Gm12169
ENSMUSG00000046974.6	BC053393
ENSMUSG00000064010.12	Dppa1
ENSMUSG00000040413.15	Timd2
ENSMUSG00000040405.13	Havcr1
ENSMUSG00000055546.6	Timd4
ENSMUSG00000020354.15	Sgcd
ENSMUSG00000020372.15	Rack1
ENSMUSG00000040365.14	Trim41
ENSMUSG00000078154.3	Gm12184
ENSMUSG00000040350.16	Trim7
ENSMUSG00000046879.7	Irgm1
ENSMUSG00000058163.14	Gm5431
ENSMUSG00000048852.13	Gm12185
ENSMUSG00000078153.3	Psme2b
ENSMUSG00000069893.10	9930111J21Rik1
ENSMUSG00000040328.15	Olfr56
ENSMUSG00000078922.9	Tgtp1
ENSMUSG00000069892.9	9930111J21Rik2
ENSMUSG00000078921.3	Tgtp2
ENSMUSG00000078920.3	Ifi47
ENSMUSG00000047511.6	Olfr1396
ENSMUSG00000050763.4	Olfr1395
ENSMUSG00000048378.2	Olfr1394
ENSMUSG00000040283.14	Btnl9
ENSMUSG00000046311.13	Zfp62
ENSMUSG00000020346.16	Mgat1
ENSMUSG00000059864.2	Olfr1393
ENSMUSG00000101750.3	Olfr1392
ENSMUSG00000100923.2	Olfr10
ENSMUSG00000101874.2	Olfr1391
ENSMUSG00000045421.2	Olfr1390
ENSMUSG00000107573.2	Olfr1389
ENSMUSG00000047702.2	Olfr1388
ENSMUSG00000063386.2	Olfr1387
ENSMUSG00000108167.2	Olfr1386
ENSMUSG00000059729.2	Olfr1385
ENSMUSG00000044170.5	Olfr1384
ENSMUSG00000107417.2	Olfr1383
ENSMUSG00000063827.2	Olfr1382
ENSMUSG00000095187.2	Olfr1381
ENSMUSG00000107645.2	Olfr1380
ENSMUSG00000020357.3	Flt4
ENSMUSG00000064057.12	Scgb3a1
ENSMUSG00000020362.13	Cnot6
ENSMUSG00000020363.6	Gfpt2
ENSMUSG00000020366.18	Mapk9
ENSMUSG00000020374.16	Rasgef1c
ENSMUSG00000020376.16	Rnf130
ENSMUSG00000036644.15	Tbc1d9b
ENSMUSG00000020381.10	Mrnip
ENSMUSG00000015837.15	Sqstm1
ENSMUSG00000036620.14	Mgat4b
ENSMUSG00000020377.15	Ltc4s
ENSMUSG00000050567.16	Maml1
ENSMUSG00000020368.15	Canx
ENSMUSG00000050087.3	Cby3
ENSMUSG00000007850.16	Hnrnph1
ENSMUSG00000020375.9	Rufy1
ENSMUSG00000036545.8	Adamts2
ENSMUSG00000044807.13	Zfp354c
ENSMUSG00000044296.10	Zfp879
ENSMUSG00000000617.14	Grm6
ENSMUSG00000048728.15	Zfp454
ENSMUSG00000049321.17	Zfp2
ENSMUSG00000020335.13	Zfp354b
ENSMUSG00000072983.4	4933414I15Rik
ENSMUSG00000044542.3	Prop1
ENSMUSG00000050343.2	Olfr1378
ENSMUSG00000061952.6	Olfr1377
ENSMUSG00000060918.2	Olfr51
ENSMUSG00000059397.2	Olfr54
ENSMUSG00000057890.5	Olfr1375
ENSMUSG00000020364.14	Zfp354a
ENSMUSG00000061469.3	Gm12569
ENSMUSG00000045942.13	BC049762
ENSMUSG00000020385.16	Clk4
ENSMUSG00000063564.13	Col23a1
ENSMUSG00000020359.13	Phykpl
ENSMUSG00000020358.17	Hnrnpab
ENSMUSG00000001056.3	Nhp2
ENSMUSG00000001054.9	Rmnd5b
ENSMUSG00000001053.15	N4bp3
ENSMUSG00000052563.13	D930048N14Rik
ENSMUSG00000007777.9	0610009B22Rik
ENSMUSG00000036391.16	Sec24a
ENSMUSG00000020386.5	Sar1b
ENSMUSG00000020387.15	Jade2
ENSMUSG00000020392.8	Cdkn2aipnl
ENSMUSG00000020390.12	Ube2b
ENSMUSG00000020389.19	Cdkl3
ENSMUSG00000020349.4	Ppp2ca
ENSMUSG00000062204.1	Olfr1373
ENSMUSG00000060170.3	Olfr1371
ENSMUSG00000036309.14	Skp1a
ENSMUSG00000000782.15	Tcf7
ENSMUSG00000020402.11	Vdac1
ENSMUSG00000036275.13	9530068E07Rik
ENSMUSG00000036264.9	Fstl4
ENSMUSG00000020361.13	Hspa4
ENSMUSG00000018239.9	Zcchc10
ENSMUSG00000049470.13	Aff4
ENSMUSG00000036216.5	Leap2
ENSMUSG00000044894.14	Uqcrq
ENSMUSG00000018238.6	Gdf9
ENSMUSG00000018387.12	Shroom1
ENSMUSG00000044352.6	Sowaha
ENSMUSG00000018398.18	Sept8
ENSMUSG00000018395.19	Kif3a
ENSMUSG00000000869.12	Il4
ENSMUSG00000020383.1	Il13
ENSMUSG00000020380.16	Rad50
ENSMUSG00000036117.2	Il5
ENSMUSG00000018899.16	Irf1
ENSMUSG00000081769.9	Gm12216
ENSMUSG00000018900.7	Slc22a5
ENSMUSG00000063652.10	Slc22a21
ENSMUSG00000020334.6	Slc22a4
ENSMUSG00000020388.12	Pdlim4
ENSMUSG00000018906.14	P4ha2
ENSMUSG00000018916.5	Csf2
ENSMUSG00000018914.5	Il3
ENSMUSG00000020333.17	Acsl6
ENSMUSG00000020332.7	Meikin
ENSMUSG00000035992.15	Fnip1
ENSMUSG00000037533.19	Rapgef6
ENSMUSG00000052298.12	Cdc42se2
ENSMUSG00000020268.13	Lyrm7
ENSMUSG00000020267.6	Hint1
ENSMUSG00000018339.11	Gpx3
ENSMUSG00000020400.17	Tnip1
ENSMUSG00000018340.13	Anxa6
ENSMUSG00000049588.13	Ccdc69
ENSMUSG00000000594.7	Gm2a
ENSMUSG00000049491.15	Slc36a3
ENSMUSG00000020264.5	Slc36a2
ENSMUSG00000020261.15	Slc36a1
ENSMUSG00000055333.14	Fat2
ENSMUSG00000018593.13	Sparc
ENSMUSG00000018585.9	Atox1
ENSMUSG00000018583.5	G3bp1
ENSMUSG00000000263.15	Glra1
ENSMUSG00000037393.2	Nmur2
ENSMUSG00000020524.16	Gria1
ENSMUSG00000020523.14	Fam114a2
ENSMUSG00000020522.13	Mfap3
ENSMUSG00000020520.14	Galnt10
ENSMUSG00000020519.5	Sap30l
ENSMUSG00000037335.13	Hand1
ENSMUSG00000037331.15	Larp1
ENSMUSG00000086962.4	Gm12248
ENSMUSG00000020515.13	Cnot8
ENSMUSG00000037275.14	Gemin5
ENSMUSG00000020514.8	Mrpl22
ENSMUSG00000078853.8	Igtp
ENSMUSG00000069874.7	Irgm2
ENSMUSG00000069873.4	4930438A08Rik
ENSMUSG00000037243.17	Zfp692
ENSMUSG00000049755.14	Zfp672
ENSMUSG00000013646.17	Sh3bp5l
ENSMUSG00000013643.13	Lypd8
ENSMUSG00000013653.2	1810065E05Rik
ENSMUSG00000058287.5	Gm12253
ENSMUSG00000052642.3	4930504O13Rik
ENSMUSG00000043314.6	Olfr30
ENSMUSG00000050813.7	Olfr332
ENSMUSG00000058807.4	Olfr331
ENSMUSG00000050818.7	Olfr330
ENSMUSG00000064252.9	Olfr329-ps
ENSMUSG00000057654.6	Olfr328
ENSMUSG00000059279.11	Olfr224
ENSMUSG00000060765.8	Olfr325
ENSMUSG00000056564.7	Olfr324
ENSMUSG00000037145.14	2210407C18Rik
ENSMUSG00000043880.5	Olfr323
ENSMUSG00000037124.6	Trim58
ENSMUSG00000063549.4	Olfr322
ENSMUSG00000107711.2	Olfr320
ENSMUSG00000064044.2	Olfr319
ENSMUSG00000108265.2	Olfr318
ENSMUSG00000060030.5	Olfr317
ENSMUSG00000107677.2	Olfr316
ENSMUSG00000056959.6	Olfr315
ENSMUSG00000059504.7	Olfr314
ENSMUSG00000049154.11	Fam183b
ENSMUSG00000070438.5	Olfr313
ENSMUSG00000096806.2	Olfr312
ENSMUSG00000094805.2	Olfr311
ENSMUSG00000072915.3	Gm12258
ENSMUSG00000020491.15	2810021J22Rik
ENSMUSG00000037001.10	Zfp39
ENSMUSG00000020490.16	Btnl10
ENSMUSG00000020496.9	Rnf187
ENSMUSG00000056895.4	Hist3h2ba
ENSMUSG00000078851.4	Hist3h2a
ENSMUSG00000036964.14	Trim17
ENSMUSG00000020455.16	Trim11
ENSMUSG00000061462.17	Obscn
ENSMUSG00000049287.5	Iba57
ENSMUSG00000043448.13	Gjc2
ENSMUSG00000020444.19	Guk1
ENSMUSG00000036860.14	Mrpl55
ENSMUSG00000020441.6	2310033P09Rik
ENSMUSG00000048076.14	Arf1
ENSMUSG00000009900.7	Wnt3a
ENSMUSG00000000126.11	Wnt9a
ENSMUSG00000049291.6	Prss38
ENSMUSG00000009894.15	Snap47
ENSMUSG00000036819.14	Jmjd4
ENSMUSG00000054519.8	Zfp867
ENSMUSG00000020472.14	Zkscan17
ENSMUSG00000032691.14	Nlrp3
ENSMUSG00000059610.5	Olfr222
ENSMUSG00000048919.5	Olfr223
ENSMUSG00000005417.17	Mprip
ENSMUSG00000043648.7	Pld6
ENSMUSG00000032633.12	Flcn
ENSMUSG00000019373.11	Cops3
ENSMUSG00000032615.14	Nt5m
ENSMUSG00000061650.6	Med9
ENSMUSG00000049892.7	Rasd1
ENSMUSG00000000301.16	Pemt
ENSMUSG00000062115.15	Rai1
ENSMUSG00000020538.15	Srebf1
ENSMUSG00000000538.18	Tom1l2
ENSMUSG00000056598.16	Drc3
ENSMUSG00000042709.14	Atpaf2
ENSMUSG00000018415.14	Gid4
ENSMUSG00000020537.9	Drg2
ENSMUSG00000042678.16	Myo15
ENSMUSG00000042650.3	Alkbh5
ENSMUSG00000020536.12	Llgl1
ENSMUSG00000002812.4	Flii
ENSMUSG00000018599.5	Mief2
ENSMUSG00000002814.15	Top3a
ENSMUSG00000049323.8	Smcr8
ENSMUSG00000020534.14	Shmt1
ENSMUSG00000042569.13	Dhrs7b
ENSMUSG00000043284.12	Tmem11
ENSMUSG00000018931.3	Natd1
ENSMUSG00000018932.9	Map2k3
ENSMUSG00000042529.14	Kcnj12
ENSMUSG00000010142.12	Tnfrsf13b
ENSMUSG00000042506.15	Usp22
ENSMUSG00000019102.10	Aldh3a1
ENSMUSG00000010025.19	Aldh3a2
ENSMUSG00000069855.9	Slc47a2
ENSMUSG00000010122.14	Slc47a1
ENSMUSG00000010086.17	Rnf112
ENSMUSG00000042436.12	Mfap4
ENSMUSG00000001034.17	Mapk7
ENSMUSG00000001039.12	B9d1
ENSMUSG00000001036.17	Epn2
ENSMUSG00000004837.2	Grap
ENSMUSG00000042371.12	Slc5a10
ENSMUSG00000042377.8	Fam83g
ENSMUSG00000020528.14	Prpsap2
ENSMUSG00000004798.14	Ulk2
ENSMUSG00000047804.15	Akap10
ENSMUSG00000042331.13	Specc1
ENSMUSG00000018500.2	Adora2b
ENSMUSG00000014243.5	Zswim7
ENSMUSG00000042298.18	Ttc19
ENSMUSG00000018501.17	Ncor1
ENSMUSG00000014245.8	Pigl
ENSMUSG00000018509.8	Cenpv
ENSMUSG00000019505.7	Ubb
ENSMUSG00000018507.16	Trpv2
ENSMUSG00000046417.14	Lrrc75a
ENSMUSG00000048497.11	Mmgt2
ENSMUSG00000005267.13	Zfp287
ENSMUSG00000047342.17	Zfp286
ENSMUSG00000047821.16	Trim16
ENSMUSG00000090173.8	Fbxw10
ENSMUSG00000014177.10	Tvp23b
ENSMUSG00000042200.3	Cdrt4
ENSMUSG00000042189.5	Tekt3
ENSMUSG00000018217.12	Pmp22
ENSMUSG00000070407.5	Hs3st3b1
ENSMUSG00000042148.8	Cox10
ENSMUSG00000047759.6	Hs3st3a1
ENSMUSG00000020549.14	Elac2
ENSMUSG00000033389.16	Arhgap44
ENSMUSG00000020548.10	1700086D15Rik
ENSMUSG00000020542.18	Myocd
ENSMUSG00000033352.11	Map2k4
ENSMUSG00000018347.16	Zkscan6
ENSMUSG00000056752.16	Dnah9
ENSMUSG00000053930.13	Shisa6
ENSMUSG00000048070.4	Pirt
ENSMUSG00000085683.2	Tmem238l
ENSMUSG00000050270.12	Tmem220
ENSMUSG00000020910.16	Adprm
ENSMUSG00000069844.12	Sco1
ENSMUSG00000020908.14	Myh3
ENSMUSG00000033196.17	Myh2
ENSMUSG00000056328.14	Myh1
ENSMUSG00000057003.12	Myh4
ENSMUSG00000055775.16	Myh8
ENSMUSG00000060180.12	Myh13
ENSMUSG00000033066.15	Gas7
ENSMUSG00000049928.15	Glp2r
ENSMUSG00000020907.1	Rcvrn
ENSMUSG00000097886.2	Gsg1l2
ENSMUSG00000033044.12	Dhrs7c
ENSMUSG00000020905.11	Usp43
ENSMUSG00000020904.11	Cfap52
ENSMUSG00000020903.13	Stx8
ENSMUSG00000020902.12	Ntn1
ENSMUSG00000020901.13	Pik3r5
ENSMUSG00000046207.14	Pik3r6
ENSMUSG00000048329.7	Mfsd6l
ENSMUSG00000045915.15	Ccdc42
ENSMUSG00000020900.15	Myh10
ENSMUSG00000018736.14	Ndel1
ENSMUSG00000046490.7	Rnf222
ENSMUSG00000060938.14	Rpl26
ENSMUSG00000032921.13	Odf4
ENSMUSG00000052921.13	Arhgef15
ENSMUSG00000018740.14	Slc25a35
ENSMUSG00000032892.14	Rangrf
ENSMUSG00000020899.16	Pfas
ENSMUSG00000020898.18	Ctc1
ENSMUSG00000020897.12	Aurkb
ENSMUSG00000045176.3	Borcs6
ENSMUSG00000020895.14	Tmem107
ENSMUSG00000020894.16	Vamp2
ENSMUSG00000020893.17	Per1
ENSMUSG00000023781.2	Hes7
ENSMUSG00000020892.10	Aloxe3
ENSMUSG00000032807.5	Alox12b
ENSMUSG00000020891.11	Alox8
ENSMUSG00000020890.11	Gucy2e
ENSMUSG00000032782.19	Cntrob
ENSMUSG00000049299.14	Trappc1
ENSMUSG00000018470.8	Kcnab3
ENSMUSG00000043419.11	Rnf227
ENSMUSG00000018474.17	Chd3
ENSMUSG00000044795.12	Cyb5d1
ENSMUSG00000059278.9	Naa38
ENSMUSG00000045377.5	Tmem88
ENSMUSG00000018476.7	Kdm6b
ENSMUSG00000005237.14	Dnah2
ENSMUSG00000003934.5	Efnb3
ENSMUSG00000041346.11	Wrap53
ENSMUSG00000059552.13	Trp53
ENSMUSG00000041329.13	Atp1b2
ENSMUSG00000005202.2	Shbg
ENSMUSG00000069835.10	Sat2
ENSMUSG00000018765.5	Fxr2
ENSMUSG00000041287.5	Sox15
ENSMUSG00000018761.14	Mpdu1
ENSMUSG00000018774.13	Cd68
ENSMUSG00000059796.16	Eif4a1
ENSMUSG00000005204.12	Senp3
ENSMUSG00000018752.19	Tnfsfm13
ENSMUSG00000089669.7	Tnfsf13
ENSMUSG00000097328.7	Tnfsf12
ENSMUSG00000005198.15	Polr2a
ENSMUSG00000018776.10	Slc35g3
ENSMUSG00000018750.14	Zbtb4
ENSMUSG00000041189.9	Chrnb1
ENSMUSG00000042826.13	Fgf11
ENSMUSG00000089876.3	Tmem102
ENSMUSG00000109737.1	Gm39566
ENSMUSG00000044084.2	Spem2
ENSMUSG00000041165.6	Spem1
ENSMUSG00000051790.15	Nlgn2
ENSMUSG00000070394.10	Tmem256
ENSMUSG00000019461.12	Plscr3
ENSMUSG00000001583.13	Tnk1
ENSMUSG00000046731.4	Kctd11
ENSMUSG00000001588.12	Acap1
ENSMUSG00000018570.17	2810408A11Rik
ENSMUSG00000047284.14	Neurl4
ENSMUSG00000023170.14	Gps2
ENSMUSG00000078812.10	Eif5a
ENSMUSG00000018554.13	Ybx2
ENSMUSG00000018566.14	Slc2a4
ENSMUSG00000018569.12	Cldn7
ENSMUSG00000018565.17	Elp5
ENSMUSG00000018559.16	Ctdnep1
ENSMUSG00000018567.14	Gabarap
ENSMUSG00000018572.10	Phf23
ENSMUSG00000020888.16	Dvl2
ENSMUSG00000018574.14	Acadvl
ENSMUSG00000020886.17	Dlg4
ENSMUSG00000020884.15	Asgr1
ENSMUSG00000040963.15	Asgr2
ENSMUSG00000040950.13	Mgl2
ENSMUSG00000000318.16	Clec10a
ENSMUSG00000040938.16	Slc16a11
ENSMUSG00000044367.7	Slc16a13
ENSMUSG00000000317.11	Bcl6b
ENSMUSG00000020831.18	0610010K14Rik
ENSMUSG00000040904.10	Gm21988
ENSMUSG00000093989.1	Rnasek
ENSMUSG00000000320.10	Alox12
ENSMUSG00000018907.10	Alox12e
ENSMUSG00000018924.6	Alox15
ENSMUSG00000018921.11	Pelp1
ENSMUSG00000060216.15	Arrb2
ENSMUSG00000018923.13	Med11
ENSMUSG00000018920.11	Cxcl16
ENSMUSG00000040829.14	Zmynd15
ENSMUSG00000018919.10	Tm4sf5
ENSMUSG00000020830.3	Vmo1
ENSMUSG00000046811.3	Gltpd2
ENSMUSG00000018286.6	Psmb6
ENSMUSG00000109833.1	Gm40193
ENSMUSG00000020828.13	Pld2
ENSMUSG00000020827.18	Mink1
ENSMUSG00000014609.16	Chrne
ENSMUSG00000087279.10	4930544D05Rik
ENSMUSG00000050675.7	Gp1ba
ENSMUSG00000014606.14	Slc25a11
ENSMUSG00000040746.15	Rnf167
ENSMUSG00000018293.4	Pfn1
ENSMUSG00000060600.15	Eno3
ENSMUSG00000018287.12	Spag7
ENSMUSG00000040712.16	Camta2
ENSMUSG00000057054.11	Inca1
ENSMUSG00000020821.17	Kif1c
ENSMUSG00000043602.5	Zfp3
ENSMUSG00000057135.12	Scimp
ENSMUSG00000020817.16	Rabep1
ENSMUSG00000040667.11	Nup88
ENSMUSG00000018449.12	Rpain
ENSMUSG00000018446.8	C1qbp
ENSMUSG00000040620.15	Dhx33
ENSMUSG00000018442.13	Derl2
ENSMUSG00000040599.13	Mis12
ENSMUSG00000069830.10	Nlrp1a
ENSMUSG00000070390.12	Nlrp1b
ENSMUSG00000020811.16	Wscd1
ENSMUSG00000040554.10	Aipl1
ENSMUSG00000020808.3	Pimreg
ENSMUSG00000040543.16	Pitpnm3
ENSMUSG00000020807.14	4933427D14Rik
ENSMUSG00000107877.1	Gm43951
ENSMUSG00000020803.3	Txndc17
ENSMUSG00000020801.8	Med31
ENSMUSG00000020805.14	Slc13a5
ENSMUSG00000040483.15	Xaf1
ENSMUSG00000070388.3	Fbxo39
ENSMUSG00000020799.16	Tekt1
ENSMUSG00000045667.14	Smtnl2
ENSMUSG00000040471.17	Ggt6
ENSMUSG00000040463.16	Mybbp1a
ENSMUSG00000040447.15	Spns2
ENSMUSG00000020798.14	Spns3
ENSMUSG00000020794.13	Ube2g1
ENSMUSG00000020790.14	Ankfy1
ENSMUSG00000057778.14	Cyb5d2
ENSMUSG00000055670.14	Zzef1
ENSMUSG00000020788.15	Atp2a3
ENSMUSG00000020787.14	P2rx1
ENSMUSG00000020785.17	Camkk1
ENSMUSG00000020783.14	Ncbp3
ENSMUSG00000005947.11	Itgae
ENSMUSG00000050107.2	Haspin
ENSMUSG00000005950.14	P2rx5
ENSMUSG00000047260.4	Emc6
ENSMUSG00000040158.12	Tax1bp3
ENSMUSG00000005949.9	Ctns
ENSMUSG00000005951.13	Shpk
ENSMUSG00000005952.15	Trpv1
ENSMUSG00000043029.2	Trpv3
ENSMUSG00000020774.9	Aspa
ENSMUSG00000112920.1	Spata22
ENSMUSG00000069825.12	Gm49340
ENSMUSG00000062128.8	Olfr20
ENSMUSG00000063881.11	Olfr376
ENSMUSG00000069823.11	Olfr1
ENSMUSG00000055971.11	Olfr378
ENSMUSG00000072709.3	Olfr380
